UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
38429,83381,"New York, NY",08-04-2020,"Fastmarkets RISI Viewpoint: What does the COVID-19 pandemic mean for the global tissue business?

As the virus spread to other regions, so did the panic buying of tissue. Consumer tissue mills in NA &amp; Europe have been running at capacity limits for weeks.

https://t.co/iXJV2SRJ50 https://t.co/qyU4HZM67j",Negative
38101,83053,"Washington, DC",08-04-2020,Mexico wants to double oil drilling just as prices crash,Negative
6964,51916,Campaign Trail,18-03-2020,Take a moment to thank your cashier at the grocery store the person delivering your food truck drivers making sure our shelves are stocked and warehouse workers processing freight for stores We are all in this together,Positive
33123,78075,United States,05-04-2020,"If folks would chill/only go out when absolutely necessary, we could slow down spread &amp; maybe IÂd be able to schedule a grocery pickup order any time in the next 10 days! HIGH RISK household, we canÂt get necessities w/o setting foot in a store. ItÂs backwards.??? #Covid_19 #sad",Negative
43608,88560,India,13-04-2020,"Higher crude oil prices and #COVID2019 lockdown extension across states weighs on Dalal Street. Sensex drops nearly 500 points, Nifty fails to hold 9,000. 

Details at 9 pm on India Biz Hour  | @ShereenBhan https://t.co/H8Dk8FNm0u",Negative
6457,51409,,18-03-2020,due to is not limited to supermarkets and pharmacies While food flies off shelves others with a survivalist bent are on a mission to purchase firearms More via,Positive
3941,48893,London,16-03-2020,"I've not been able to get Doggo's food, not due to panic buying, due to european supply issues caused by Covid-19.... Have ordered from Amazon but paid Â£20 more, wonder if I'll get this or not. If not Doggo is on rations!",Positive
40562,85514,??,10-04-2020,The Trump admin to food supply workers Step up to meet growing demand  You are vital a great service to U S people part of critical infrastructure show up and do your job   Poultry Worker s Death Highlights Spread of in Meat Plants,Positive
39037,83989,"Rochester, NY",08-04-2020,Women working as grocery store cashiers and physicians caring for COVID-19 patients are being paid only 65% of what their male coworkers are being paid. Visit this link to see what you can do about this: https://t.co/0PGCZdPpoT https://t.co/jrA5poJY4z,Positive
20829,65781,"Karachi,Pakistan",23-03-2020,"#US diesel cash prices latest to slump from #coronavirus fallout
#ARYNews 

https://t.co/4HbXryjXCS",Neutral
25527,70479,,25-03-2020,If you have a home or consumer loan with First Citizens Bank you may be eligible for payment relief. Contact us for more details. More COVID-19 information can be found on our website here: https://t.co/ie5sAh4bLW Equal Housing Lender #weareallinthistogether #heretohelp https://t.co/jByb9uys0Z,Positive
37933,82885,Retweets ? endorsements. Info.,08-04-2020,"? ? ? 

Information Hub from ccpcireland 

Information about consumer rights and obligations on businesses in relation to COVID-19 

#knowyourrights 

#MABS #DublinSouthMABS #support #help #WeAreInThisTogetherÂ https://t.co/JBRRn7S5vB",Neutral
35015,79967,,06-04-2020,"ÂA quick look at the impact of Covid-19 on fresh produce and ag commodity pricesÂ

Situation is already changed.
https://t.co/CQco1asPjS",Positive
13591,58543,"London, UK",20-03-2020,London hospital declares 'petrifying' critical incident as intensive care unit is now 100% FULL https://t.co/sRYEThucvr,Negative
32612,77564,"Mumbai, India",05-04-2020,based startup develops sanitisation unit UV sanitizer to ward off challenge center,Positive
8874,53826,Resist ??????,18-03-2020,Police patrol supermarket aisles to control panic buying frenzy https://t.co/YebmfSBM0X,Extremely Negative
34559,79511,Dunder Mifflin Paper Co.,06-04-2020,"?? 2nd walk of the day
??? Sunbathing
???? Actually Getting COVID-19
????? Your Aunties Stepson cousins godson who works for the government, telling you on a voice note that Army tanks are coming in to prevent you going to the supermarket! https://t.co/bkGNL72jZa",Neutral
32408,77360,"~Midwest, USA",04-04-2020,"Remember the days when it was so easy to just drive to the grocery store &amp; get what you need...... without needing to wear gloves &amp; a mask? 

Ya. Me too. I miss those days.

#COVID2019 #QuarantineLife",Positive
13813,58765,"London, England",20-03-2020,@liambyrnemp Hi @liambyrnemp thanks for your hard work as always. Dettol bottles at UmarÂs supermarket usually 99p are being sold for Â£3.99 and price of meat in most shops in the constituency has doubled per kg to Â£6.99 which was usually at Â£3.29 #Cor,Positive
25580,70532,Canberra,25-03-2020,"if shops are passing on prices, why are farmers then gouging us now we've helped support them through drought etc? Everyone's screwing someone in #auspol2020 #coronavirus #pricegouging #LateCapitalism #ScottyfromMarketing Thanks for #Dutton (rhyming slang peeps) #AuspolSoCorrupt",Positive
4918,49870,United States,17-03-2020,"Some supermarket chains are making sure older and at-risk Americans can both get the food they need and avoid crowds, by reserving special hours for this group. https://t.co/BSeGm9lmDd",Positive
34438,79390,,06-04-2020,"$ALB $SQM EV demand was slowing before COVID-19's crippling effect; and while China's NEV subsidies were extended last week, cuts to those rebates are also on the table. This tells us that a v-shaped recovery for Li-Ion prices is likely a pipe-dream. Moreover, given...",Negative
27232,72184,"Sydney, Australia",26-03-2020,Australian carbon market inoculated from Covid 19 as European prices tumble,Neutral
28591,73543,"Kokkola/Suomi, Karleby/Finland",27-03-2020,"US #Coronavirus: Food worth $35,000 'deliberately' coughed on in supermarket https://t.co/zA1hlewHrx",Positive
21811,66763,"England, United Kingdom",23-03-2020,"A heartfelt thank you to our  #NHSheroes #NHSCovidHeroes and the many cleaners, lorry drivers, supermarket workers, police officers, teachers who are #essentialworkers at the time of crisis.

#coronavirus",Positive
27317,72269,"Durham, NC",26-03-2020,"@eMarketer principal analyst Andrew Lipsman discusses the current wave of #retail store closures. https://t.co/ePmFO4aQkC

#Marketing #DigitalMarketing #COVID19 #CoronaVirus #eMarketer https://t.co/s0MCJbjtDM",Neutral
7756,52708,Great Britain,18-03-2020,"@piersmorgan @DavidJoBrexit Only real difference between ""Spanish flu"" and ""Chinese virus"" is Spanish flu didn't really come from Spain and the Spanish govt wasn't to blame for it, while the #coronavirus DOES come from China and its communist regime IS re",Extremely Negative
27899,72851,,26-03-2020,@NYGovCuomo @NYCMayor do not encourage people to go out to ÂexerciseÂ as you are doing. They can walk to supermarket. Learn from Spain and Italy please! #coronavirus,Negative
25926,70878,Over the rainbow in Singapore,25-03-2020,Was at the supermarket today and I didn't think the 1 metre distancing worked well. Many are just queuing the old way.. #COVID19 #coronavirus #singapore,Positive
13284,58236,Belfast,20-03-2020,"It was good to see Ardmore pharmacy on the Ormeau Rd selling Calpol at a reduced price &amp; a pleasant surprise given all the stories of retailers scalping prices in recent days. While open on a one in, one out basis for prescriptions they deserve praise. Thank you. #CoronaCrisis",Extremely Positive
16046,60998,midwest,21-03-2020,Working at a grocery store currently trying to figure out if my chest pains are from #Covid_19 or anxiety from people yelling at me about things totally out of my control.,Negative
17599,62551,"MontrÃ©al, QuÃ©bec",21-03-2020,"""The OPEC meeting and its failed outcome serve as evidence of the challenges economies are currently facing while governments, with an emphasis on the Chinese administration, attempt to handle the spread of #COVID-19."" - Elizabeth Franceschini
https://t.co/TY27eHnOKq",Negative
9184,54136,Scotland,19-03-2020,Emergency service workers were at breaking point before the pandemic Now the demand on all the services is unprecedented we are unable to buy food at the end of a 12 hour shift The greed and selfishness of the public is an utter embarrassment,Extremely Negative
32202,77154,,04-04-2020,"24'/n: ""the majority of Covid-19 frauds reported to the City of London Police related to online shopping scams where people had ordered protective face masks, hand sanitiser and other products which never arrived."" @FT https://t.co/IoSiiHH9II",Negative
43330,88282,"Madison, Wisconsin",13-04-2020,"""Keeping such workers healthy is part of the pandemicÂs complexity, as U.S. companies and government officials seek a smooth-flowing food-supply chain without causing panic over potential shortages and worker safety.""
https://t.co/l2idZ1lmUI",Extremely Positive
34458,79410,"Vienna, Austria",06-04-2020,Small businesses across America are at the forefront of a nationwide fight against the novel Producers have shifted production to making masks face shields and hand sanitizer to slow the spread of,Positive
7313,52265,Dublin,18-03-2020,"@TescoIrl @rte #coronavirus #workingfromhome I seldom do much shopping, but today I tried online at https://t.co/8Ow1wTn8ri and the first delivery slot I could get was 6pm March 25. YIPES!! I selected &amp; paid, but at the final payment stage the website",Neutral
10115,55067,My Bedroom,19-03-2020,"People are over fucking reacting over Covid-19. Like it's fine to panic a little bit but don't panic so much that you buy all the food like dude I NEED TO EAT. It's also fine to be prepared but again, don't go overboard. What I'm saying is keep your panicking small.",Negative
7707,52659,,18-03-2020,"""We're going to be open,"" Sonny's Super Foods Store Manager Donald Glanz told @NewsChannelNE. ""We're going to have food here. People aren't going to starve to death."" 

@KSIDRadio #coronavirus

https://t.co/nGawDwi5Mm",Negative
39875,84827,St. Louis MO USA,09-04-2020,"Amazon warehouse workers say company isnÂt actually providing promised #coronavirus paid sick leave:
https://t.co/xNuuDad4QE
#CoronavirusUSA #CoronavirusPandemic #COVID19 #Amazon #employees #PaidSickLeave #amazonFAIL #consumer",Negative
21173,66125,"Hartford, CT",23-03-2020,DCP released an implementation order this evening to allow delivery (not pick up) of methadone for patients who are showing symptoms of COVID-19: https://t.co/aUxSdxDU9t #COVID19,Positive
6712,51664,"New Orleans, LA",18-03-2020,"The #oilandgas industry is facing tough times, given weak demand, low prices and #COVID19. Jeff Trotter and Alex Bondurant take a look at #forcemajeure provisions in oil and gas and the challenges the industry may face with a short staff. https://t.co/nQKTUmcncX #coronavirus https://t.co/wxcPApBR2K",Extremely Negative
19223,64175,Ireland,22-03-2020,"So I Live Streamed Mass from the local Parish, Video Called my mother for #mothersday2020 I ordered shopping online, and im watching @NetflixUK , but looking online there are lots of idiots hanging around the streets! Wtf?  #Covid_19 #CoronavirusPandemic #lockdown #QuaratineLife",Extremely Negative
