Text,Review-Activity,Season
"There's gold in them thar blogs: Terrific read, an important book for readers interested in an rich, animated walk through the origins and the rise of this new democratic medium, very much in our We The People tradition. Who knows, blogs might even warm the heart of my favorite curmudgeon, Neil Postman, the author of Amusing Ourselves To Death, you guess the topic, media, and Conscientious Objections, essays, both recommended.There is so much juicy information in Dan Gillmor's book I wish I could buy the electronic text, use the personal (third party) search engine on my computer to index the book and happily mine it. Bonus: written in 100% real, unpretentious English, this for a certain reviewer, you know who you are.",REVIEW,NOT APPLICABLE
Watching basketball    Shoveling snow    Watching TV,ACTIVITY,WINTER
"skiing, snowmobiling and ice skating",ACTIVITY,WINTER
"The number one is swimming in a lake, river or ocean. Number two is hiking and camping. And number three is having a BBQ in our backyard.",ACTIVITY,SUMMER
"It's not worth it: I'm a total Amazon buyer and most of times I've got but good surprises if any, since they're very trustful, but this time I got a surprise and let me say not a good one, since I compared prices from other sellers before making a buying decision so when I picked up this one, I thought it was going to be a set of six or so because of the picture and the price so when just one and not the bigger one arrived, I got confused, I rushed into Amazon and began reading slowly and carefuly and finally realized that claiming them wrong was going to be useless, only me was to be blamed for the mistake, anyway what's the point of picturing something and selling something tottaly different? please some one explain it to me.",REVIEW,NOT APPLICABLE
Going to see Christmas lights at Navy Pier.  Going sledding.  Going on a cruise for vacation.,ACTIVITY,WINTER
"Eating, sleeping and breathing.",ACTIVITY,WINTER
Living breathing sleeping,ACTIVITY,FALL
"L-A-ME!! DON'T WASTE MONEY: This movie is totally lame. The plot is cute, but the animation and the overall appearance of the characters is terrible! The humor in here is cheesy, slightly obscene (to little ears) at times. It is hard to buy the Matrix-inspired action and the modern-day vulgar humor. There is nothing reedeming about the plot or the movie itself. SERIOUSLY, don't buy this.",REVIEW,NOT APPLICABLE
Gambling and sex with my girlfriend.  Also drinking,ACTIVITY,WINTER
biking  reading  painting,ACTIVITY,FALL
Beach with family  Outdoor eating  Long daylight hours,ACTIVITY,SUMMER
"Christmas, new years",ACTIVITY,WINTER
"Clear, concise, and chock full of information: I am a landscape design student and we used this book to cover Herbaceous Plant Materials I & II. I found the book very useful as it contained all information necessary, with drawings and pictures. It contained about 95% of all the plants covered (of course I guess that's on the whim of the professor). I'm sure it will be a useful tool once I'm working in the field. And it's definitely a lot cheaper here than at the bookstore at college.",REVIEW,NOT APPLICABLE
Hiking    Bonfires    Raking,ACTIVITY,FALL
"Pumpkin carving, wearing sweaters, and eating soup",ACTIVITY,FALL
Fishing  Changing of the leaves  Apple picking,ACTIVITY,FALL
"halloween, baking pies, thanksgiving dinner with family",ACTIVITY,FALL
"Not the best: Even though this is a Canon camera, it has some flows.- After zomming to long distances, the quality gets lower and its like taking a photo with the digital zoom on even though it is not- Under the low light conditions, the colors are blurry and sometimes worse than my other 2MP camera- it takes forever to take the picture so if you are taking the moving object then you are loosing it while the camera is trying to capture it- so the stabilization is not that helpful since it cannot capture it.",REVIEW,NOT APPLICABLE
"if you appeciate good music, you'll want to own this cd.: stellar. extraordinary. beautiful music flows with ease. buy it",REVIEW,NOT APPLICABLE
"Swimming, going to amusement parks, & going to beaches",ACTIVITY,SUMMER
hunting  fishing  cutting wood,ACTIVITY,FALL
Snowboarding skiing and festivals,ACTIVITY,WINTER
Snowboarding skiing and sledding,ACTIVITY,WINTER
Book: This book was very good and explained 'worship' verywell so that all could understand exactly what worship is and how man is to react.I thoroughly enjoyed it completely and will use it asa resource. bjhTried to rate this book but it would not takeI loved it immensely.,REVIEW,NOT APPLICABLE
bad book: I would not recommend this book to anyone. It was just so boring and I could not concentrate on it at all. Most of the time it was hard to tell if Chief was going through one of his halluciations or it was what he really felt. In this book there were way to many people. I could not keep track of who was who and if they were a chronic or an acute. This book was the worst book I have ever had to read in my high school career.,REVIEW,NOT APPLICABLE
Ice skating   Snow boarding   Skiing,ACTIVITY,WINTER
"a film unlike no other: I am not praising this film because Kubrick made it. But how can one ignore the cinematic qualities of this masterful film. A Clockwork Orange achieves what no other film has ever done and that's to get as close as possible to telling a story in a motion picture entirely in the subjective first person point of view. Now whether it achieved it or not, is not the point here. What is the point is that Kubrick succeeded in gracing us with a cinematic point of view so intimate and subjective to the main character, that all else really doesn't matter. Through a cinematic view point, A Clockwork Orange is simply a Masterpiece. As an aspiring filmmaker, I only hope to contribute to cinema with at least half of what Stanley Kubrick has.",REVIEW,NOT APPLICABLE
"Windows XP Pro is better.: I do a lot of upgrades, and build my own PC's. XP Pro is one of the best and stable OS's I have ever used.",REVIEW,NOT APPLICABLE
Sledding ice fishing  snowboard,ACTIVITY,WINTER
"About the worst movie I have ever seen: Death to Smoochy lacks almost ALL entertainment value. It's one of those movies that looks very promising, is well acted, and well-directed, but has a really bad script. I wonder how it was able to attract such a fine cast of actors.Further, of the 5 or so jokes in this movie, all are of the ""hammer-to-the-head"" or ""farting noise"" style. It would seem the scriptwriter never could decide whether to make it for children or for adults.I enjoyed Meet the Parents (as suggested by another reviewer) but was dumbfounded by this piece of cinematic drab.",REVIEW,NOT APPLICABLE
Reading a good book by the fire. Taking a nap while its raining outside. Watching a good movie cozy under blankets.,ACTIVITY,WINTER
Hiking Running Vacation,ACTIVITY,SUMMER
"Wonderful sound and top notch packaging.: The sound quality improvement over the original CD's and UK vinyl (!) is suprising given some of the so-called ""remastered"" releases being put out recently. Most albums from the 80's weren't recorded all that well to begin with, but thankfully that's not the case here.A great rock album from a band pioneering an entire genre of music with packaging that thankfully dispenses with the usual ""jewel"" case.",REVIEW,NOT APPLICABLE
Not worth any price.: These slippers are very pretty and attention grabbing but with a few wears the links will fall apart and the rhinestones will fall off. Very disappointed I loved the design.,REVIEW,NOT APPLICABLE
"maglite user: Worked better than I expected. Super bright, easy to hold. Brightness doesn't diminish with use as with my incandescent. Lasts about 5hrs of continuous use on a fresh pair of AA 2500mAh rechargeable.",REVIEW,NOT APPLICABLE
"Absolutely terrible: This album is filled with some of the worst song writing I've heard in years. It somehow looses all its rythum after getting started, and sounds like a pop singer trying to find what the blues are. Just when you think Castro is about to get started and play some guitar rifs, he doesn't hesitate to disapoint you! How dare anyone compare this guy with Robert Cray!!! Save your money, wouldn't recommend this klunker to anyone.",REVIEW,NOT APPLICABLE
Building a Snowman   Sledding   Drinking hot cocoa,ACTIVITY,WINTER
Snowball fights  Ice skating  Sledding,ACTIVITY,WINTER
